aarmm;Aar;Maaned;afd1txt;FagmedTxt;sygdom_dv;ansatte_dv;mulige_dvdage;fproc_dv;sygdom_kal;ansatte_kal;mulige_kaldage;fravproc_kal
201308;2013;8;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;482,1891892;476,42199;10481,28378;0,046004;715;524,0967741;16247;0,044008124
201308;2013;8;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1034,004811;1788,961687;39357,15712;0,026272;1420;1898,225806;58845;0,024131192
201308;2013;8;Kommunaldirektørens område;Kommunaldirektørens stabe;19,24324324;106,0385749;2332,848649;0,008248;24;110,6451613;3430;0,006997084
201308;2013;8;Kultur & Sundhed;FagMED Kultur & Borgerservice;100,4324324;270,7512754;5956,52806;0,01686;140;301,1612903;9336;0,014995715
201308;2013;8;Kultur & Sundhed;FagMED Sundhed;74,99466795;116,9138494;2572,104687;0,029156;108;135;4185;0,025806451
201308;2013;8;Teknik & Miljø;FagMED Teknik & Miljø;250,2702703;483,4772726;10636,5;0,023529;302;492,9999999;15283;0,019760518
201308;2013;8;Uden for organisationen;;3;22,32432432;491,1351351;0,006108;3;23;713;0,004207573
201308;2013;8;Uden for organisationen;FagMED Kultur & Borgerservice;1;9,045454545;199;0,005025;1;9,032258064;280;0,003571428
201308;2013;8;Velfærdsforvaltningen;FagMED Administration Velfærd;38,08108108;134,7985258;2965,567568;0,012841;48;139,1290322;4313;0,011129144
201308;2013;8;Velfærdsforvaltningen;FagMED Senior;1507,056486;1504,233424;33093,13535;0,045539;2277;1712;53072;0,042903979
201308;2013;8;Velfærdsforvaltningen;FagMED Voksen Drift;989,3329728;1067,315542;23480,94195;0,042133;1477;1196,806451;37101;0,039810247
201308;2013;8;Velfærdsforvaltningen;Plejecenter Solgaven;74,48054053;54,60538079;1201,318378;0,061999;119;68,25806451;2116;0,056238185
201308;2013;8;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;157,2162162;309,1660196;6801,652432;0,023114;204;324,2903225;10053;0,02029245
201308;2013;8;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;51,32432432;111,9250614;2462,351351;0,020843;74;114,6451613;3554;0,020821609
201309;2013;9;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1596,72973;1503,130784;31565,74649;0,050584;2115;1623,5;48705;0,043424699
201309;2013;9;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;547,3243243;478,3651864;10045,66892;0,054483;795;525,8999999;15777;0,050389807
201309;2013;9;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1762,782279;1785,428821;37494,00524;0,047015;2412;1900,266666;57008;0,042309851
201309;2013;9;Kommunaldirektørens område;Kommunaldirektørens stabe;43,67567567;107,633462;2260,302703;0,019322;61;111,9333333;3358;0,018165574
201309;2013;9;Kultur & Sundhed;FagMED Kultur & Borgerservice;153,8991351;268,2856477;5633,998603;0,027316;204;299,6666666;8990;0,022691879
201309;2013;9;Kultur & Sundhed;FagMED Sundhed;60,22455597;118,9914684;2498,820838;0,024101;82;138,1333333;4144;0,019787644
201309;2013;9;Teknik & Miljø;FagMED Teknik & Miljø;405,8648649;485,0884813;10186,85811;0,039842;495;494,9666666;14849;0,033335578
201309;2013;9;Uden for organisationen;;13;22,32432432;468,8108108;0,027729;17;23;690;0,024637681
201309;2013;9;Uden for organisationen;FagMED Kultur & Borgerservice;1;9;189;0,005291;1;9;270;0,003703703
201309;2013;9;Velfærdsforvaltningen;FagMED Administration Velfærd;70,16216215;133,3243243;2799,810811;0,025059;88;137;4110;0,021411192
201309;2013;9;Velfærdsforvaltningen;FagMED Senior;1880,875594;1488,948385;31267,91611;0,060153;2890;1682,866666;50486;0,057243592
201309;2013;9;Velfærdsforvaltningen;FagMED Voksen Drift;1353,948919;1054,146339;22137,07313;0,061162;1966;1185,066667;35552;0,055299279
201309;2013;9;Velfærdsforvaltningen;Plejecenter Solgaven;124,1667567;56,08320459;1177,747297;0,105427;190;69,73333332;2092;0,090822179
201309;2013;9;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;259,5532432;309,4757013;6498,98973;0,039937;334;324,5333333;9736;0,034305669
201309;2013;9;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;60,48648649;114,5778636;2406,135135;0,025138;79;117,5333333;3526;0,022404991
201310;2013;10;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1762,54054;1498,254112;34459,84459;0,051147;2332;1619,096774;50192;0,046461587
201310;2013;10;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;579,2702702;478,1847824;10998,25;0,052669;824;528,7096774;16390;0,050274557
201310;2013;10;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1958,901838;1784,740789;41049,03815;0,047721;2624;1900,516129;58916;0,044537986
201310;2013;10;Kommunaldirektørens område;Kommunaldirektørens stabe;45,13513513;107,9483548;2482,812162;0,018179;66;113;3503;0,018840993
201310;2013;10;Kultur & Sundhed;FagMED Kultur & Borgerservice;176,8113513;265,4181059;6104,616437;0,028963;259;296;9176;0,028225806
201310;2013;10;Kultur & Sundhed;FagMED Sundhed;35,87430887;118,6624997;2729,237494;0,013144;40;137,8709677;4274;0,009358914
201310;2013;10;Teknik & Miljø;FagMED Teknik & Miljø;399,8378378;484,0458284;11133,05405;0,035914;498;494,4838709;15329;0,032487442
201310;2013;10;Uden for organisationen;;3;21,54054054;495,4324324;0,006055;3;22;682;0,004398826
201310;2013;10;Uden for organisationen;FagMED Kultur & Borgerservice;6;8,945945945;205,7567568;0,02916;6;9;279;0,021505376
201310;2013;10;Velfærdsforvaltningen;FagMED Administration Velfærd;70,89189189;132,1891892;3040,351351;0,023317;95;136;4216;0,022533206
201310;2013;10;Velfærdsforvaltningen;FagMED Senior;1903,314108;1473,906836;33899,85724;0,056145;2855;1667,806451;51702;0,0552203
201310;2013;10;Velfærdsforvaltningen;FagMED Voksen Drift;1196,243946;1059,820479;24375,87103;0,049074;1662;1193,741935;37006;0,044911635
201310;2013;10;Velfærdsforvaltningen;Plejecenter Solgaven;133,6891892;56,14447704;1291,322973;0,103528;203;70,54838709;2187;0,092821216
201310;2013;10;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;324,0135135;313,6733842;7214,487838;0,044911;413;328,9677419;10198;0,040498136
201310;2013;10;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;61,16216216;114,1756757;2626,040541;0,02329;73;117;3627;0,020126826
201311;2013;11;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1841,391892;1496,304684;31422,39838;0,058601;2518;1617,833333;48535;0,051880086
201311;2013;11;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;619,1243243;482,397104;10130,33919;0,061115;896;535,1;16053;0,055815112
201311;2013;11;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;2054,304504;1786,540772;37517,35622;0,054756;2884;1905,4;57162;0,050453098
201311;2013;11;Kommunaldirektørens område;Kommunaldirektørens stabe;42,43243243;111,9451094;2350,847297;0,018049;56;117,4666667;3524;0,015891032
201311;2013;11;Kultur & Sundhed;FagMED Kultur & Borgerservice;205,460973;266,6864817;5600,416117;0,036686;289;297,4666667;8924;0,03238458
201311;2013;11;Kultur & Sundhed;FagMED Sundhed;83,03333975;120,1304916;2522,740324;0,032913;99;139,4333333;4183;0,023667224
201311;2013;11;Teknik & Miljø;FagMED Teknik & Miljø;496,6891892;469,1631273;9852,425676;0,050412;639;480,3333333;14410;0,044344205
201311;2013;11;Uden for organisationen;;3;22,06435006;463,3513514;0,006474;3;22,53333333;676;0,004437869
201311;2013;11;Uden for organisationen;FagMED Kultur & Borgerservice;1;7,945945944;166,8648649;0,005992;1;8;240;0,004166666
201311;2013;11;Velfærdsforvaltningen;FagMED Administration Velfærd;75,16216216;134,1891892;2817,972973;0,026672;97;138;4140;0,023429951
201311;2013;11;Velfærdsforvaltningen;FagMED Senior;1834,318432;1450,70567;30464,81908;0,060211;2863;1647,4;49422;0,057929666
201311;2013;11;Velfærdsforvaltningen;FagMED Voksen Drift;1220,758108;1065,417382;22373,76503;0,054562;1767;1202,6;36078;0,048977216
201311;2013;11;Velfærdsforvaltningen;Plejecenter Solgaven;110,5197297;56,32747743;1182,877027;0,093432;196;70,86666666;2126;0,092191909
201311;2013;11;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;351,2567567;317,7539896;6672,833784;0,052639;457;333,1;9993;0,045732012
201311;2013;11;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;71,94594594;114,1756757;2397,689189;0,030006;88;117;3510;0,025071225
201312;2013;12;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1538,689189;1476,596216;29531,92432;0,052102;2249;1597,806451;49532;0,04540499
201312;2013;12;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;588,1486486;482,9932431;9659,864865;0,060885;923;534,2903225;16563;0,055726619
201312;2013;12;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1968,925567;1785,088184;35701,76369;0,055149;3010;1904,129032;59028;0,050992749
201312;2013;12;Kommunaldirektørens område;Kommunaldirektørens stabe;31,43243243;110,8716216;2217,432432;0,014175;44;116,6774193;3617;0,012164777
201312;2013;12;Kultur & Sundhed;FagMED Kultur & Borgerservice;192,3549189;266,2423762;5324,847524;0,036124;289;297,8709677;9234;0,031297379
201312;2013;12;Kultur & Sundhed;FagMED Sundhed;94,40402701;122,0164633;2440,329266;0,038684;142;141,4193548;4384;0,03239051
201312;2013;12;Teknik & Miljø;FagMED Teknik & Miljø;465,3648649;467,9216216;9358,432432;0,049726;652;478,3225806;14828;0,043970865
201312;2013;12;Uden for organisationen;;2;22,54054054;450,8108108;0,004436;2;23;713;0,002805049
201312;2013;12;Uden for organisationen;FagMED Kultur & Borgerservice;5,891891891;8,945945945;178,9189189;0,03293;6;8,999999999;279;0,021505376
201312;2013;12;Velfærdsforvaltningen;FagMED Administration Velfærd;108;137,054054;2741,081081;0,0394;154;141;4371;0,035232212
201312;2013;12;Velfærdsforvaltningen;FagMED Senior;1671,153027;1449,432242;28988,64486;0,057648;2833;1650,806451;51175;0,055359062
201312;2013;12;Velfærdsforvaltningen;FagMED Voksen Drift;1191,705459;1066,686783;21333,73568;0,05586;1914;1204,967742;37354;0,051239492
201312;2013;12;Velfærdsforvaltningen;Plejecenter Solgaven;63,50972972;56,69081077;1133,816216;0,056014;115;71,12903225;2205;0,052154195
201312;2013;12;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;262,3918919;318,0608108;6361,216216;0,041248;379;332,0967742;10295;0,036813987
201312;2013;12;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;52,32432432;112,6756757;2253,513514;0,023218;81;115;3565;0,022720897
201401;2014;1;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1750,248648;1486,475675;32702,46486;0,05352;2294;1607,129032;49821;0,04604484
201401;2014;1;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;572,7567567;476,4361177;10481,59459;0,054644;826;527,1290322;16341;0,050547702
201401;2014;1;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;2190,829081;1780,781929;39177,20244;0,055921;2922;1896,548387;58793;0,049699794
201401;2014;1;Kommunaldirektørens område;Kommunaldirektørens stabe;37,75675676;104,9713759;2309,37027;0,016349;39;110,2903226;3419;0,011406844
201401;2014;1;Kultur & Sundhed;FagMED Kultur & Borgerservice;302,9670702;263,3408282;5793,498223;0,052294;417;297,9032258;9235;0,045154304
201401;2014;1;Kultur & Sundhed;FagMED Sundhed;124,1682548;122,9259989;2704,371977;0,045913;184;142,0322581;4403;0,041789688
201401;2014;1;Teknik & Miljø;FagMED Teknik & Miljø;484,1351351;466,7898525;10269,37676;0,047143;629;477,2258064;14794;0,042517236
201401;2014;1;Uden for organisationen;;2;24,54054054;539,8918919;0,003704;2;25;775;0,002580645
201401;2014;1;Uden for organisationen;FagMED Kultur & Borgerservice;3,2;8,237592135;181,227027;0,017657;4;8,838709676;274;0,01459854
201401;2014;1;Velfærdsforvaltningen;FagMED Administration Velfærd;104,9459459;134,1891892;2952,162162;0,035548;132;138;4278;0,030855539
201401;2014;1;Velfærdsforvaltningen;FagMED Senior;1957,046108;1481,15637;32585,44016;0,060058;2994;1677,645161;52007;0,057569173
201401;2014;1;Velfærdsforvaltningen;FagMED Voksen Drift;1464,585838;1053,016157;23166,35546;0,06322;2109;1193,741935;37006;0,056990758
201401;2014;1;Velfærdsforvaltningen;Plejecenter Solgaven;49,19189188;53,02729726;1166,60054;0,042166;84;66,51612902;2062;0,040737148
201401;2014;1;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;375,4;318,670393;7010,748649;0,053546;478;331,7096774;10283;0,046484488
201401;2014;1;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;69,24324324;114,1351351;2510,972973;0,027576;81;116;3596;0,022525027
201402;2014;2;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1593,027027;1481,301351;29626,02703;0,053771;2081;1603,857143;44908;0,046339182
201402;2014;2;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;445,7162162;477,6283782;9552,567567;0,046659;598;529,1785714;14817;0,040359047
201402;2014;2;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1750,392703;1767,772378;35355,44757;0,049508;2363;1885,464285;52793;0,044759721
201402;2014;2;Kommunaldirektørens område;Kommunaldirektørens stabe;50,81081081;108,877027;2177,540541;0,023334;59;114,9642857;3219;0,018328673
201402;2014;2;Kultur & Sundhed;FagMED Kultur & Borgerservice;227,9927784;264,0274032;5280,548065;0,043175;307;297,3571428;8326;0,036872447
201402;2014;2;Kultur & Sundhed;FagMED Sundhed;108,2876757;125,5283727;2510,567456;0,043132;154;145,5357143;4075;0,037791411
201402;2014;2;Teknik & Miljø;FagMED Teknik & Miljø;448,3567567;471,5837838;9431,675676;0,047537;573;483,0714285;13526;0,042362856
201402;2014;2;Uden for organisationen;;2;24,54054054;490,8108108;0,004074;2;25;700;0,002857142
201402;2014;2;Uden for organisationen;FagMED Kultur & Borgerservice;2,491891891;8,545945945;170,9189189;0,014579;3;8,928571428;250;0,012
201402;2014;2;Velfærdsforvaltningen;FagMED Administration Velfærd;68,51351351;133,6216216;2672,432432;0,025637;74;137,4285714;3848;0,019230769
201402;2014;2;Velfærdsforvaltningen;FagMED Senior;1687,720351;1483,660148;29673,20297;0,056876;2583;1684,285714;47160;0,054770992
201402;2014;2;Velfærdsforvaltningen;FagMED Voksen Drift;1340,597243;1055,502932;21110,05865;0,063505;1980;1195,607143;33477;0,059145084
201402;2014;2;Velfærdsforvaltningen;Plejecenter Solgaven;66,32432432;53,11918915;1062,383784;0,062429;97;66,42857142;1860;0,052150537
201402;2014;2;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;318,3513513;316,9864864;6339,72973;0,050215;422;329,1071428;9215;0,045794899
201402;2014;2;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;97,7027027;111,027027;2220,540541;0,043999;120;113,4285714;3176;0,037783375
201403;2014;3;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1575,777027;1480,54601;31091,46622;0,050681;2115;1603,483871;49708;0,042548483
201403;2014;3;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;573,0945945;482,3568209;10129,49324;0,056576;849;535,3548386;16596;0,051156905
201403;2014;3;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1873,51827;1769,919168;37168,30254;0,050406;2635;1889,741935;58582;0,044979686
201403;2014;3;Kommunaldirektørens område;Kommunaldirektørens stabe;33,08108108;108,4238738;2276,901351;0,014528;43;114,1612903;3539;0,012150324
201403;2014;3;Kultur & Sundhed;FagMED Kultur & Borgerservice;186,1010811;264,7329424;5559,391792;0,033475;265;297,6129031;9226;0,028723173
201403;2014;3;Kultur & Sundhed;FagMED Sundhed;106,7609382;124,9653011;2624,271324;0,040682;165;144;4464;0,036962365
201403;2014;3;Teknik & Miljø;FagMED Teknik & Miljø;441,9797297;471,8296009;9908,421622;0,044606;572;483,4838709;14988;0,038163864
201403;2014;3;Uden for organisationen;;9;24,54054054;515,3513514;0,017463;13;25;775;0,016774193
201403;2014;3;Uden for organisationen;FagMED Kultur & Borgerservice;3;8,743243241;183,6081081;0,016339;3;8,999999997;279;0,010752688
201403;2014;3;Velfærdsforvaltningen;FagMED Administration Velfærd;60,24324324;135,6319176;2848,27027;0,02115;74;139,4838709;4324;0,017113783
201403;2014;3;Velfærdsforvaltningen;FagMED Senior;1481,384432;1455,940196;30574,74413;0,048451;2376;1656,709677;51358;0,046263483
201403;2014;3;Velfærdsforvaltningen;FagMED Voksen Drift;1366,926054;1065,529801;22376,12584;0,061088;2099;1205,612903;37374;0,056162037
201403;2014;3;Velfærdsforvaltningen;Plejecenter Solgaven;36,46756756;55,05947229;1156,248919;0,031539;63;69,70967741;2161;0,029153169
201403;2014;3;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;382,9864865;323,3018403;6789,338649;0,056409;502;336,2580644;10424;0,048158096
201403;2014;3;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;103,6216216;111,7837838;2347,459459;0,044142;137;114;3534;0,03876627
201404;2014;4;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1346,837838;1465,065078;27836,23649;0,048384;2002;1584,466667;47534;0,042117221
201404;2014;4;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;504,1891891;492,0039116;9348,074324;0,053935;809;545,7333333;16372;0,049413633
201404;2014;4;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1428,139054;1762,790413;33493,01786;0,042639;2159;1879,866667;56396;0,038282856
201404;2014;4;Kommunaldirektørens område;Kommunaldirektørens stabe;43,51351351;112,3727596;2135,082432;0,02038;66;118,1;3543;0,018628281
201404;2014;4;Kultur & Sundhed;FagMED Kultur & Borgerservice;184,3523243;267,4897576;5082,305397;0,036273;302;300,1333333;9004;0,033540648
201404;2014;4;Kultur & Sundhed;FagMED Sundhed;95,15245945;121,7217606;2312,713452;0,041143;138;141;4230;0,032624113
201404;2014;4;Teknik & Miljø;FagMED Teknik & Miljø;316,8243243;485,3216927;9221,112162;0,034358;450;497,2666666;14918;0,030164901
201404;2014;4;Uden for organisationen;;4;25,54054054;485,2702703;0,008242;4;26;780;0,005128205
201404;2014;4;Uden for organisationen;FagMED Kultur & Borgerservice;1;8,74324324;166,1216216;0,006019;1;8,999999997;270;0,003703703
201404;2014;4;Velfærdsforvaltningen;FagMED Administration Velfærd;38,59459459;135,6657183;2577,648649;0,014972;48;140,3;4209;0,011404133
201404;2014;4;Velfærdsforvaltningen;FagMED Senior;1367,332459;1458,996922;27720,94154;0,049324;2328;1659,966666;49799;0,046747926
201404;2014;4;Velfærdsforvaltningen;FagMED Voksen Drift;1242,744757;1059,909038;20138,27173;0,06171;2029;1200,3;36009;0,056347024
201404;2014;4;Velfærdsforvaltningen;Plejecenter Solgaven;27,0108108;54,18803694;1029,572703;0,026234;42;68,29999999;2049;0,020497803
201404;2014;4;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;265,1783784;319,3128022;6066,943243;0,043708;390;331,9666666;9959;0,039160558
201404;2014;4;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;55,72972973;112,1756757;2131,337838;0,026147;84;115;3450;0,024347826
201405;2014;5;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1441,648648;1456,354053;29127,08108;0,049495;2133;1576,451613;48870;0,043646408
201405;2014;5;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;377,8513513;494,2844593;9885,689189;0,038222;592;544,8064515;16889;0,0350524
201405;2014;5;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1627,30354;1770,775856;35415,51713;0,045948;2502;1888,129032;58532;0,042745848
201405;2014;5;Kommunaldirektørens område;Kommunaldirektørens stabe;94,51351351;111,1905405;2223,810811;0,0425;134;115,9677419;3595;0,037273991
201405;2014;5;Kultur & Sundhed;FagMED Kultur & Borgerservice;131,4425081;267,7488843;5354,977686;0,024545;220;301,7419354;9354;0,02351935
201405;2014;5;Kultur & Sundhed;FagMED Sundhed;117,2614363;121,8082471;2436,164942;0,048133;197;141,7741935;4395;0,044823663
201405;2014;5;Teknik & Miljø;FagMED Teknik & Miljø;274,8462162;486,6759459;9733,518919;0,028237;376;498,5806451;15456;0,024327122
201405;2014;5;Uden for organisationen;;;25,35135135;507,027027;;;26;806;
201405;2014;5;Uden for organisationen;FagMED Kultur & Borgerservice;1;8,797297297;175,9459459;0,005683;1;8,999999999;279;0,003584229
201405;2014;5;Velfærdsforvaltningen;FagMED Administration Velfærd;63,35135135;135,0945946;2701,891892;0,023447;79;139,5483871;4326;0,018261673
201405;2014;5;Velfærdsforvaltningen;FagMED Senior;1294,324;1511,825756;30236,51513;0,042806;2272;1718,806451;53283;0,042640241
201405;2014;5;Velfærdsforvaltningen;FagMED Voksen Drift;1113,874054;1057,429891;21148,59784;0,052668;1874;1200,032258;37201;0,050374989
201405;2014;5;Velfærdsforvaltningen;Plejecenter Solgaven;26,59729729;53,40567564;1068,113513;0,024901;46;66,99999999;2077;0,022147327
201405;2014;5;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;256,1486486;318,4013513;6368,027027;0,040224;369;330,5806451;10248;0,036007025
201405;2014;5;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;63,35135135;111,5256757;2230,513514;0,028402;102;114,3548387;3545;0,028772919
201406;2014;6;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1087,621621;1445,832432;28916,64865;0,037612;1586;1565,366666;46961;0,033772705
201406;2014;6;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;364,9729729;490,9297296;9818,594594;0,037171;545;540,8333333;16225;0,033590138
201406;2014;6;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1260,55627;1757,512556;35150,25113;0,035861;1951;1871,533333;56146;0,03474869
201406;2014;6;Kommunaldirektørens område;Kommunaldirektørens stabe;46,18918918;111,4378378;2228,756757;0,020724;71;117,1;3513;0,020210646
201406;2014;6;Kultur & Sundhed;FagMED Kultur & Borgerservice;162,9827027;267,9299654;5358,599308;0,030415;268;300,5333333;9016;0,029724933
201406;2014;6;Kultur & Sundhed;FagMED Sundhed;124,9829884;121,3752741;2427,505483;0,051486;215;141;4230;0,050827423
201406;2014;6;Teknik & Miljø;FagMED Teknik & Miljø;283,6351351;486,8094594;9736,189189;0,029132;380;499,1333333;14974;0,02537732
201406;2014;6;Uden for organisationen;;14;25,35135135;507,027027;0,027611;20;26;780;0,025641025
201406;2014;6;Uden for organisationen;FagMED Kultur & Borgerservice;1;10,4972973;209,9459459;0,004763;1;10,56666667;317;0,003154574
201406;2014;6;Velfærdsforvaltningen;FagMED Administration Velfærd;59,13513513;138,4297297;2768,594595;0,021359;70;142,6666666;4280;0,01635514
201406;2014;6;Velfærdsforvaltningen;FagMED Senior;1336,340135;1557,021702;31140,43405;0,042913;2243;1766,933333;53008;0,042314367
201406;2014;6;Velfærdsforvaltningen;FagMED Voksen Drift;1053,775135;1053,636432;21072,72865;0,050006;1672;1197,133333;35914;0,04655566
201406;2014;6;Velfærdsforvaltningen;Plejecenter Solgaven;37,94864864;54,5705405;1091,410811;0,03477;70;68,26666665;2048;0,034179687
201406;2014;6;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;301,0459459;316,0454054;6320,908108;0,047627;437;328,1999999;9846;0,044383505
201406;2014;6;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;60,18918919;110,1756757;2203,513514;0,027315;94;113;3390;0,027728613
201407;2014;7;Børne- og Ungeforvaltningen;FagMED Dagtilbud;653,2567567;1365,02497;31395,57432;0,020807;899;1479,806451;45874;0,019597157
201407;2014;7;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;286,4054054;491,3589892;11301,25676;0,025342;409;542,8064516;16827;0,024306174
201407;2014;7;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;800,8863243;1696,236434;39013,438;0,020528;1139;1799,064516;55771;0,0204228
201407;2014;7;Kommunaldirektørens område;Kommunaldirektørens stabe;46,43243243;107,8939483;2481,560811;0,01871;72;113,1612903;3508;0,020524515
201407;2014;7;Kultur & Sundhed;FagMED Kultur & Borgerservice;162,3578919;263,7042897;6065,198664;0,026768;236;296,1290322;9180;0,025708061
201407;2014;7;Kultur & Sundhed;FagMED Sundhed;87,0391081;121,6632799;2798,25544;0,031104;141;141,1612903;4376;0,032221206
201407;2014;7;Teknik & Miljø;FagMED Teknik & Miljø;153,2837838;482,288249;11092,62973;0,013818;191;496,4193548;15389;0,012411462
201407;2014;7;Uden for organisationen;;5;25,35135135;583,0810811;0,008575;7;26;806;0,008684863
201407;2014;7;Uden for organisationen;FagMED Kultur & Borgerservice;1;9,217978846;212,0135135;0,004716;1;9,387096773;291;0,003436426
201407;2014;7;Velfærdsforvaltningen;FagMED Administration Velfærd;57,51351351;137,0787309;3152,810811;0,018241;74;141,3548387;4382;0,016887266
201407;2014;7;Velfærdsforvaltningen;FagMED Senior;1287,155567;1573,792283;36197,22254;0,035559;1990;1796,806451;55701;0,035726468
201407;2014;7;Velfærdsforvaltningen;FagMED Voksen Drift;801,9729729;1058,808336;24352,59173;0,032931;1159;1204,193548;37330;0,031047414
201407;2014;7;Velfærdsforvaltningen;Plejecenter Solgaven;45,02972972;57,93681547;1332,546757;0,033792;72;72,09677419;2235;0,032214765
201407;2014;7;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;343,2297297;316,8423854;7287,374865;0,047099;462;330,3870967;10242;0,045108377
201407;2014;7;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;27,16216216;110,1756757;2534,040541;0,010718;37;113;3503;0,010562375
201408;2014;8;Børne- og Ungeforvaltningen;FagMED Dagtilbud;961,9729728;1403,54601;29474,46622;0,032637;1304;1533,064516;47525;0,02743819
201408;2014;8;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;339,2027027;491,8001928;10327,80405;0,032843;517;570,8064515;17695;0,029217293
201408;2014;8;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1292,332676;1779,135836;37361,85257;0,034589;1863;1925,935484;59704;0,031203939
201408;2014;8;Kommunaldirektørens område;Kommunaldirektørens stabe;13,4054054;108,3703346;2275,777027;0,00589;16;113,7096774;3525;0,004539007
201408;2014;8;Kultur & Sundhed;FagMED Kultur & Borgerservice;161,6137838;268,9024854;5646,952195;0,028619;241;338,4193548;10491;0,022972071
201408;2014;8;Kultur & Sundhed;FagMED Sundhed;79,6851776;120,9237889;2539,399568;0,031379;128;138,7419355;4301;0,02976052
201408;2014;8;Teknik & Miljø;FagMED Teknik & Miljø;265,8986486;475,1572071;9978,301351;0,026647;356;491,1290322;15225;0,023382594
201408;2014;8;Uden for organisationen;;;25,74864864;540,7216216;;;28;868;
201408;2014;8;Uden for organisationen;FagMED Kultur & Borgerservice;11;10,53989704;221,3378378;0,049697;13;10,80645161;335;0,03880597
201408;2014;8;Velfærdsforvaltningen;FagMED Administration Velfærd;63,08108107;136,5675675;2867,918919;0,021995;77;141;4371;0,017616106
